Mix ID, Cement(kg/m3), Water(kg/m3),Coarse aggregate(kg/m3),Fine aggregate(kg/m3), FA (kg/m3),SF (kg/m3),GGBFS (kg/m3),SP (kg/m3),Cylinder compressive strength (MPa),Splitting tensile strength (MPa),Flexural strength (MPa),Elastic modulus (GPa),Chloride permeability (Coulomb) 28d,Chloride permeability (Coulomb) 90d,Chloride permeability (Coulomb) 180d,Drying shrinkage (με) 7d,Drying shrinkage (με) 28d,Drying shrinkage (με) 90d,Drying shrinkage (με)120d,Creep (με) 28d,Creep (με) 90d,Creep (με) 150d,Abrasion (mm) 28 d,Reference
R19_67,355,145,967,871,97,0,19,13.1,44.03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R19_68,157,200,819,704,152,0,214,9,33.05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R19_69,260.9,200.6,864.5,761.5,78.3,0,100.5,8.6,32.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R19_70,149,182.9,953.4,780.3,91.7,0,117.6,7.1,23.52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R19_71,255.3,188.6,919,749.3,77,0,98.8,6.5,33.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R19_72,266.2,177.9,909.7,744.5,87.5,0,112.3,10.4,39.42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R19_73,152,168,944,695,139,0,178,18,36.35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R19_74,160.2,203.2,828.7,709.7,146.4,0,188,11.3,35.31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R19_75,156,221,854,614,187,0,178,7,29.41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R19_76,143.8,178.1,941.5,774.3,106.2,0,136.3,7.5,26.15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R19_77,139.9,200.3,916,753.4,103.3,0,132.6,7.4,36.44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R19_78,287.3,187.6,904.4,695.9,93.9,0,120.5,9.2,43.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R19_79,214.9,155.6,1014.3,780.6,121.9,0,53.8,9.6,52.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R19_80,140,237,869,656,128,0,164,6,35.23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R19_81,333,167,996,652,163,0,17.5,17.9,47.28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R19_82,135,196,965,643,193,0,105,6,21.91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R19_83,146.5,201.9,860,829.5,89.3,0,114.6,8.8,19.99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R19_84,168.9,158.3,1080.8,796.2,124.3,0,42.2,10.8,31.12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R19_85,314,178.9,869.1,690.2,113.2,0,145.3,8,46.23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R19_86,173.5,164.8,1006.2,793.5,173.5,0,50.1,6.5,38.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R19_87,148.5,192.7,892.4,780,108.6,0,139.4,6.1,23.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R19_88,272.8,209.7,904,679.7,81.8,0,105.1,9,37.17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R19_89,165,175.1,1005.8,746.6,132.1,0,128.5,8.1,46.39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R19_90,182,170.2,1059.4,780.7,122,0,45.2,8.2,31.27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R19_91,154,228,845,612,185,0,174,7,24.34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R19_92,250,159,860,800,95,0,180,9.5,67.87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R19_93,139.7,236.7,868.6,655.6,127.7,0,163.9,5.8,35.23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R19_94,132,178.9,866.9,735.6,160.9,0,206.5,5.5,33.31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R19_95,162,179,838,741,148,0,190,19,33.76,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R19_96,153,178,1002,689,113,0,145,8,25.56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R19_97,273,210,904,680,82,0,105,9,37.17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R19_98,279.8,172.4,825.1,804.9,100.4,0,128.9,9.5,52.83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R19_99,265,195,833,790,86,0,111,6,41.54,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R19_100,141.9,173.5,882.6,785.3,129.7,0,166.6,10.9,44.61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R19_101,491,201,822,699,123,0,26,3.9,57.92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R19_102,314,179,869,690,113,0,145,8,46.23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R19_103,424,178,822,750,132,0,22,8.5,62.05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R19_104,159,175,953,720,116,0,149,15,27.68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R19_105,144,176,1021,709,195,0,15,6,15.34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R19_106,355,145,967,871,97,0,19,12.3,55.45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R19_107,153.6,220.1,923.2,657.9,112.3,0,144.2,10.1,16.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R19_108,143,190.7,967.4,643.5,142.7,0,169.4,8.4,29.73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R19_109,142,174,883,785,130,0,167,11,44.61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R19_110,277.2,160.7,1061.7,782.5,24.5,0,97.8,11.2,63.14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R19_111,287,188,904,696,94,0,121,9,41.94,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R19_112,202,206,942,801,141,0,11,1.7,21.97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R19_113,154,220,923,658,112,0,144,10,16.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R19_114,164,197,961,641,128,0,163,8,27.23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R19_115,167.4,175.5,1006.3,746.6,128.6,0,129.9,7.8,41.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R19_116,387,157,938,845,94,0,20,14.3,50.24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R19_117,213.7,181.7,1065.8,785.4,24.5,0,98.1,6.9,45.71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R19_118,359,154,942,801,141,0,19,10.9,62.94,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R19_119,153.1,178.5,867.2,824,113,0,145,8,26.23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R19_120,140,200,916,753,103,0,133,7,36.44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R19_121,147,202,860,829,89,0,115,9,19.99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R19_122,276.4,179.6,870.1,768.3,90.3,0,116,8.9,44.28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R20_5SF,522.5,172.36,722,970,0,27.5,0,8.25,49.49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,https://doi.org/10.1016/j.conbuildmat.2019.117888
R20_15SF,440,181.5,722,970,82.5,27.5,0,3.3,47.26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R20_25SF,385,181.5,722,970,137.5,27.5,0,1.65,45.65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R20_35SF,330,181.5,722,970,192.5,27.5,0,1.21,38.34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R21_10FA,450,191,590,1063,50,0,0,2.1,39.95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,https://doi.org/10.1016/j.conbuildmat.2016.12.090
R21_20FA,400,191,584,1052,100,0,0,2,38.34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R21_30FA,350,191,578,1040,150,0,0,1.9,36.29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R21_40FA,300,191,571,1029,200,0,0,1.83,30.26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R21_50FA,250,191,565,1017,250,0,0,1.25,27.62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R21_10GGBFS,450,191,595,1072,0,0,50,2.25,38.25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R21_20GGBFS,400,191,594,1069,0,0,100,2.1,38.335,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R21_30GGBFS,350,191,592,1066,0,0,150,2,38.505,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R21_40GGBFS,300,191,590,1063,0,0,200,1.95,33.745,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R21_50GGBFS,250,191,580,1069,0,0,250,1.9,32.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R22_F2,540,235.6,720,780,80,0,0,3.03,51.85,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,https://doi.org/10.1016/j.conbuildmat.2016.03.071
R22_F3,496,235.6,720,780,124,0,0,4,46.22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R22_F4,434,235.6,720,780,186,0,0,4,44.71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R22_F5,372,235.6,720,780,248,0,0,3.77,38.04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R22_F6,310,235.6,720,780,310,0,0,3.35,32.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R22_FS1,465,235.6,720,780,155,0,0,2.77,50.13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R22_FS2,434,235.6,720,780,155,31,0,2.73,55.11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R22_FS3,403,235.6,720,780,155,62,0,2.83,63.37,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R22_FS4,372,235.6,720,780,155,93,0,4.1,58.72,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R23_SCC2,480,220,699,819,96,0,0,10.1,45.05,-1,-1,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,https://doi.org/10.1617/s11527-014-0435-z
R23_SCC3,490,186,683,838,98,49,0,11.6,63.75,-1,-1,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R24_W/B=0.3_50FA,300,180,595,958,300,0,0,1.5,56.44,-1,-1,-1,2000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,https://doi.org/10.1016/j.matdes.2014.07.042
R24_W/B=0.3_60FA,240,180,595,933,360,0,0,1.02,49.3,-1,-1,-1,1850,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R24_W/B=0.3_70FA,180,180,595,908,420,0,0,0.72,38.76,-1,-1,-1,1830,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R24_W/B=0.3_5SF,570,180,595,1072,0,30,0,7.98,81.18,-1,-1,-1,600,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R24_W/B=0.3_10SF,540,180,595,1059,0,60,0,8.58,85.43,-1,-1,-1,380,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R24_W/B=0.3_45FA5SF,300,180,595,958,270,30,0,2.22,63.92,-1,-1,-1,610,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R24_W/B=0.3_55FA5SF,240,180,595,933,330,30,0,1.8,53.89,-1,-1,-1,690,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R24_W/B=0.3_65FA5SF,180,180,595,908,390,30,0,1.2,44.79,-1,-1,-1,990,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R24_W/B=0.3_40FA10SF,300,180,595,958,240,60,0,3.6,72.42,-1,-1,-1,500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R24_W/B=0.3_50FA10SF,240,180,595,933,300,60,0,2.88,62.56,-1,-1,-1,510,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R24_W/B=0.3_60FA10SF,180,180,595,908,360,60,0,2.28,52.02,-1,-1,-1,515,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R24_W/B=0.35_50FA,257,180,621,1023,257,0,0,1.3364,50.32,-1,-1,-1,3100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R24_W/B=0.35_60FA,206,180,621,1001,309,0,0,0.9766,44.71,-1,-1,-1,2500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R24_W/B=0.35_70FA,154,180,621,980,360,0,0,0.6682,33.83,-1,-1,-1,2470,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R24_W/B=0.35_5SF,489,180,621,1120,0,26,0,8.224,72.51,-1,-1,-1,1100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R24_W/B=0.35_10SF,463,180,621,1110,0,51,0,8.995,77.86,-1,-1,-1,570,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R24_W/B=0.35_45FA5SF,257,180,621,1023,231,26,0,2.056,58.14,-1,-1,-1,1100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R24_W/B=0.35_55FA5SF,206,180,621,1001,283,26,0,1.6448,48.79,-1,-1,-1,1450,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R24_W/B=0.35_65FA5SF,154,180,621,980,334,26,0,1.1308,39.01,-1,-1,-1,2000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
